cholesky,2,potrf
cholesky,3,gemm
cholesky,4,potrf,gemm
cholesky,5,trsm
cholesky,6,potrf,trsm
cholesky,7,gemm,trsm
cholesky,8,potrf,gemm,trsm
cholesky,9,syrk
cholesky,10,potrf,syrk
cholesky,11,gemm,syrk
cholesky,12,potrf,gemm,syrk
cholesky,13,trsm,syrk
cholesky,14,potrf,trsm,syrk
cholesky,15,trsm,syrk,gemm
cholesky,16,potrf,trsm,syrk,gemm

qr,2,geqrt
qr,3,ormqr
qr,4,geqrt,ormqr
qr,5,tsmqr
qr,6,geqrt,tsmqr
qr,7,ormqr,tsmqr
qr,8,geqrt,ormqr,tsmqr
qr,9,tsqrt
qr,10,geqrt,tsqrt
qr,11,ormqr,tsqrt
qr,12,geqrt,ormqr,tsqrt
qr,13,tsqrt,tsmqr
qr,14,geqrt,tsmqr,tsqrt
qr,15,ormqr,tsqrt,tsmqr
qr,16,geqrt,ormqr,tsqrt,tsmqr

lu,2,getrfpiv
lu,3,gemm
lu,4,getrfpiv,gemm
lu,5,trsmswp
lu,6,getrfpiv,trsmswp
lu,7,trsmswp,gemm
lu,8,getrfpiv,gemm,trsmswp
lu,9,geswp
lu,10,getrfpiv,geswp
lu,11,gemm,geswp
lu,12,getrfpiv,gemm,geswp
lu,13,trsmswp,geswp
lu,14,getrfpiv,trsmswp,geswp
lu,15,trsmswp,gemm,geswp
lu,16,getrfpiv,trsmswp,gemm,geswp

invert,2,getrf
invert,3,gemm
invert,4,getrf,gemm
invert,5,trsm
invert,6,getrf,trsm
invert,7,gemm,trsm
invert,8,getrf,gemm,trsm
invert,9,getri
invert,10,getrf,getri
invert,11,gemm,getri
invert,12,getrf,gemm,getri
invert,13,trsm,getri
invert,14,getrf,trsm,getri
invert,15,trsm,gemm,getri
invert,16,getrf,getri,trsm,gemm

dgram,2,laset
dgram,3,syssq
dgram,4,laset,syssq
dgram,5,gessq
dgram,6,laset,gessq
dgram,7,gessq,syssq
dgram,8,laset,gessq,syssq
dgram,9,gram
dgram,10,laset,gram
dgram,11,syssq,gram
dgram,12,laset,syssq,gram
dgram,13,gessq,gram
dgram,14,laset,gessq,gram
dgram,15,gessq,syssq,gram
dgram,16,laset,gessq,syssq,gram
dgram,17,plssq
dgram,18,laset,plssq
dgram,19,syssq,plssq
dgram,20,laset,syssq,plssq
dgram,21,gessq,plssq
dgram,22,laset,gessq,plssq
dgram,23,gessq,syssq,plssq
dgram,24,laset,gessq,syssq,plssq
dgram,25,plssq,gram
dgram,26,laset,plssq,gram
dgram,27,syssq,plssq,gram
dgram,28,laset,syssq,plssq,gram
dgram,29,gessq,plssq,gram
dgram,30,laset,gessq,plssq,gram
dgram,31,gessq,syssq,plssq,gram
dgram,32,laset,gessq,syssq,plssq,gram
dgram,33,plssq2
dgram,34,laset,plssq2
dgram,35,syssq,plssq2
dgram,36,laset,syssq,plssq2
dgram,37,gessq,plssq2
dgram,38,laset,gessq,plssq2
dgram,39,gessq,syssq,plssq2
dgram,40,laset,syssq,gessq,plssq2
dgram,41,plssq2,gram
dgram,42,laset,plssq2,gram
dgram,43,syssq,plssq2,gram
dgram,44,laset,syssq,plssq2,gram
dgram,45,gessq,plssq2,gram
dgram,46,laset,gessq,plssq2,gram
dgram,47,gessq,syssq,plssq2,gram
dgram,48,laset,gessq,syssq,plssq2,gram
dgram,49,plssq,plssq2
dgram,50,laset,plssq,plssq2
dgram,51,syssq,plssq,plssq2
dgram,52,laset,syssq,plssq,plssq2
dgram,53,gessq,plssq,plssq2
dgram,54,laset,gessq,plssq,plssq2
dgram,55,gessq,syssq,plssq,plssq2
dgram,56,laset,gessq,syssq,plssq,plssq2
dgram,57,plssq,plssq2,gram
dgram,58,laset,plssq,plssq2,gram
dgram,59,syssq,plssq,plssq2,gram
dgram,60,laset,syssq,plssq,plssq2,gram
dgram,61,gessq,plssq,plssq2,gram
dgram,62,laset,gessq,plssq,plssq2,gram
dgram,63,gessq,syssq,plssq,plssq2,gram
dgram,64,laset,gessq,syssq,plssq,plssq2,gram

dcesca,2,laset
dcesca,3,gesum
dcesca,4,laset,gesum
dcesca,5,gessq
dcesca,6,laset,gessq
dcesca,7,gessq,gesum
dcesca,8,laset,gesum,gessq
dcesca,9,geadd
dcesca,10,laset,geadd
dcesca,11,gesum,geadd
dcesca,12,laset,gesum,geadd
dcesca,13,gessq,geadd
dcesca,14,laset,gessq,geadd
dcesca,15,gessq,gesum,geadd
dcesca,16,laset,gessq,gesum,geadd
dcesca,17,cesca
dcesca,18,laset,cesca
dcesca,19,gesum,cesca
dcesca,20,laset,gesum,cesca
dcesca,21,gessq,cesca
dcesca,22,laset,gessq,cesca
dcesca,23,gessq,gesum,cesca
dcesca,24,laset,gessq,gesum,cesca
dcesca,25,geadd,cesca
dcesca,26,laset,geadd,cesca
dcesca,27,gesum,geadd,cesca
dcesca,28,laset,gesum,geadd,cesca
dcesca,29,gessq,geadd,cesca
dcesca,30,laset,gessq,geadd,cesca
dcesca,31,gessq,gesum,geadd,cesca
dcesca,32,laset,gesum,gessq,geadd,cesca
dcesca,33,plssq
dcesca,34,laset,plssq
dcesca,35,gesum,plssq
dcesca,36,laset,gesum,plssq
dcesca,37,gessq,plssq
dcesca,38,laset,gessq,plssq
dcesca,39,gessq,gesum,plssq
dcesca,40,laset,gessq,gesum,plssq
dcesca,41,geadd,plssq
dcesca,42,laset,geadd,plssq
dcesca,43,gesum,geadd,plssq
dcesca,44,laset,gesum,geadd,plssq
dcesca,45,gessq,geadd,plssq
dcesca,46,laset,gessq,geadd,plssq
dcesca,47,gessq,gesum,geadd,plssq
dcesca,48,laset,gessq,gesum,geadd,plssq
dcesca,49,plssq,cesca
dcesca,50,laset,plssq,cesca
dcesca,51,gesum,plssq,cesca
dcesca,52,laset,gesum,plssq,cesca
dcesca,53,gessq,plssq,cesca
dcesca,54,laset,gessq,plssq,cesca
dcesca,55,gessq,gesum,plssq,cesca
dcesca,56,laset,gesum,gessq,plssq,cesca
dcesca,57,geadd,plssq,cesca
dcesca,58,laset,geadd,plssq,cesca
dcesca,59,gesum,geadd,plssq,cesca
dcesca,60,laset,gesum,geadd,plssq,cesca
dcesca,61,gessq,geadd,plssq,cesca
dcesca,62,laset,gessq,geadd,plssq,cesca
dcesca,63,gessq,gesum,geadd,plssq,cesca
dcesca,64,laset,gessq,gesum,geadd,plssq,cesca
dcesca,65,plssq2
dcesca,66,laset,plssq2
dcesca,67,gesum,plssq2
dcesca,68,laset,gesum,plssq2
dcesca,69,gessq,plssq2
dcesca,70,laset,gessq,plssq2
dcesca,71,gessq,gesum,plssq2
dcesca,72,laset,gessq,gesum,plssq2
dcesca,73,geadd,plssq2
dcesca,74,laset,geadd,plssq2
dcesca,75,gesum,geadd,plssq2
dcesca,76,laset,gesum,geadd,plssq2
dcesca,77,gessq,geadd,plssq2
dcesca,78,laset,gessq,geadd,plssq2
dcesca,79,gessq,gesum,geadd,plssq2
dcesca,80,laset,gessq,gesum,geadd,plssq2
dcesca,81,plssq2,cesca
dcesca,82,laset,plssq2,cesca
dcesca,83,gesum,plssq2,cesca
dcesca,84,laset,gesum,plssq2,cesca
dcesca,85,gessq,plssq2,cesca
dcesca,86,laset,gessq,plssq2,cesca
dcesca,87,gesum,gessq,plssq2,cesca
dcesca,88,laset,gessq,gesum,plssq2,cesca
dcesca,89,geadd,plssq2,cesca
dcesca,90,laset,geadd,plssq2,cesca
dcesca,91,gesum,geadd,plssq2,cesca
dcesca,92,laset,gesum,geadd,plssq2,cesca
dcesca,93,gessq,geadd,plssq2,cesca
dcesca,94,laset,gessq,geadd,plssq2,cesca
dcesca,95,gesum,gessq,geadd,plssq2,cesca
dcesca,96,laset,gessq,gesum,geadd,plssq2,cesca
dcesca,97,plssq,plssq2
dcesca,98,laset,plssq,plssq2
dcesca,99,gesum,plssq,plssq2
dcesca,100,laset,gesum,plssq,plssq2
dcesca,101,gessq,plssq,plssq2
dcesca,102,laset,gessq,plssq,plssq2
dcesca,103,gessq,gesum,plssq,plssq2
dcesca,104,laset,gessq,gesum,plssq,plssq2
dcesca,105,geadd,plssq,plssq2
dcesca,106,laset,geadd,plssq,plssq2
dcesca,107,gesum,geadd,plssq,plssq2
dcesca,108,laset,gesum,geadd,plssq,plssq2
dcesca,109,gessq,geadd,plssq,plssq2
dcesca,110,laset,gessq,geadd,plssq,plssq2
dcesca,111,gessq,gesum,geadd,plssq,plssq2
dcesca,112,laset,gesum,gessq,geadd,plssq,plssq2
dcesca,113,plssq,plssq2,cesca
dcesca,114,laset,plssq,plssq2,cesca
dcesca,115,gesum,plssq,plssq2,cesca
dcesca,116,laset,gesum,plssq,plssq2,cesca
dcesca,117,gessq,plssq,plssq2,cesca
dcesca,118,laset,gessq,plssq,plssq2,cesca
dcesca,119,gesum,gessq,plssq,plssq2,cesca
dcesca,120,laset,gessq,gesum,plssq,plssq2,cesca
dcesca,121,geadd,plssq,plssq2,cesca
dcesca,122,laset,geadd,plssq,plssq2,cesca
dcesca,123,gesum,geadd,plssq,plssq2,cesca
dcesca,124,laset,gesum,geadd,plssq,plssq2,cesca
dcesca,125,gessq,geadd,plssq,plssq2,cesca
dcesca,126,laset,gessq,geadd,plssq,plssq2,cesca
dcesca,127,gesum,gessq,geadd,plssq,plssq2,cesca
dcesca,128,laset,gessq,gesum,geadd,plssq,plssq2,cesca

dgetrs_nopiv,2,trsm
dgetrs_nopiv,3,gemm
dgetrs_nopiv,4,trsm,gemm

dgetrf_nopiv,2,getrfnpiv
dgetrf_nopiv,3,trsm
dgetrf_nopiv,4,getrfnpiv,trsm
dgetrf_nopiv,5,gemm
dgetrf_nopiv,6,getrfnpiv,gemm
dgetrf_nopiv,7,trsm,gemm
dgetrf_nopiv,8,getrfnpiv,trsm,gemm

dgesv_nopiv,2,getrfnpiv
dgesv_nopiv,3,trsm
dgesv_nopiv,4,getrfnpiv,trsm
dgesv_nopiv,5,gemm
dgesv_nopiv,6,getrfnpiv,gemm
dgesv_nopiv,7,trsm,gemm
dgesv_nopiv,8,getrfnpiv,trsm,gemm

dlauum,2,lauum
dlauum,3,syrk
dlauum,4,lauum,syrk
dlauum,5,trmm
dlauum,6,lauum,trmm
dlauum,7,syrk,trmm
dlauum,8,lauum,syrk,trmm
dlauum,9,gemm
dlauum,10,lauum,gemm
dlauum,11,syrk,gemm
dlauum,12,lauum,syrk,gemm
dlauum,13,trmm,gemm
dlauum,14,lauum,trmm,gemm
dlauum,15,syrk,trmm,gemm
dlauum,16,lauum,syrk,trmm,gemm

dtrtri,2,trsm
dtrtri,3,trtri
dtrtri,4,trsm,trtri
dtrtri,5,gemm
dtrtri,6,trsm,gemm
dtrtri,7,gemm,trtri
dtrtri,8,trsm,gemm,trtri

dtradd,2,tradd
dtradd,3,geadd
dtradd,4,tradd,geadd

dpoinv,2,potrf
dpoinv,3,trsm
dpoinv,4,potrf,trsm
dpoinv,5,syrk
dpoinv,6,potrf,syrk
dpoinv,7,trsm,syrk
dpoinv,8,potrf,trsm,syrk
dpoinv,9,gemm
dpoinv,10,potrf,gemm
dpoinv,11,trsm,gemm
dpoinv,12,potrf,trsm,gemm
dpoinv,13,syrk,gemm
dpoinv,14,potrf,syrk,gemm
dpoinv,15,trsm,syrk,gemm
dpoinv,16,potrf,trsm,syrk,gemm
dpoinv,17,trtri
dpoinv,18,potrf,trtri
dpoinv,19,trsm,trtri
dpoinv,20,potrf,trsm,trtri
dpoinv,21,syrk,trtri
dpoinv,22,potrf,syrk,trtri
dpoinv,23,trsm,syrk,trtri
dpoinv,24,potrf,trsm,syrk,trtri
dpoinv,25,gemm,trtri
dpoinv,26,potrf,gemm,trtri
dpoinv,27,trsm,gemm,trtri
dpoinv,28,potrf,trsm,gemm,trtri
dpoinv,29,syrk,gemm,trtri
dpoinv,30,potrf,syrk,gemm,trtri
dpoinv,31,trsm,syrk,gemm,trtri
dpoinv,32,potrf,trsm,syrk,gemm,trtri
dpoinv,33,lauum
dpoinv,34,potrf,lauum
dpoinv,35,trsm,lauum
dpoinv,36,potrf,trsm,lauum
dpoinv,37,syrk,lauum
dpoinv,38,potrf,syrk,lauum
dpoinv,39,trsm,syrk,lauum
dpoinv,40,potrf,trsm,syrk,lauum
dpoinv,41,gemm,lauum
dpoinv,42,potrf,gemm,lauum
dpoinv,43,trsm,gemm,lauum
dpoinv,44,potrf,trsm,gemm,lauum
dpoinv,45,syrk,gemm,lauum
dpoinv,46,potrf,syrk,gemm,lauum
dpoinv,47,trsm,syrk,gemm,lauum
dpoinv,48,potrf,trsm,syrk,gemm,lauum
dpoinv,49,trtri,lauum
dpoinv,50,potrf,trtri,lauum
dpoinv,51,trsm,trtri,lauum
dpoinv,52,potrf,trsm,trtri,lauum
dpoinv,53,syrk,trtri,lauum
dpoinv,54,potrf,syrk,trtri,lauum
dpoinv,55,trsm,syrk,trtri,lauum
dpoinv,56,potrf,trsm,syrk,trtri,lauum
dpoinv,57,gemm,trtri,lauum
dpoinv,58,potrf,gemm,trtri,lauum
dpoinv,59,trsm,gemm,trtri,lauum
dpoinv,60,potrf,trsm,gemm,trtri,lauum
dpoinv,61,syrk,gemm,trtri,lauum
dpoinv,62,potrf,syrk,gemm,trtri,lauum
dpoinv,63,trsm,syrk,gemm,trtri,lauum
dpoinv,64,potrf,trsm,syrk,gemm,trtri,lauum
dpoinv,65,trmm
dpoinv,66,potrf,trmm
dpoinv,67,trsm,trmm
dpoinv,68,potrf,trsm,trmm
dpoinv,69,syrk,trmm
dpoinv,70,potrf,syrk,trmm
dpoinv,71,trsm,syrk,trmm
dpoinv,72,potrf,trsm,syrk,trmm
dpoinv,73,gemm,trmm
dpoinv,74,potrf,gemm,trmm
dpoinv,75,trsm,gemm,trmm
dpoinv,76,potrf,trsm,gemm,trmm
dpoinv,77,syrk,gemm,trmm
dpoinv,78,potrf,syrk,gemm,trmm
dpoinv,79,trsm,syrk,gemm,trmm
dpoinv,80,potrf,trsm,syrk,gemm,trmm
dpoinv,81,trtri,trmm
dpoinv,82,potrf,trtri,trmm
dpoinv,83,trsm,trtri,trmm
dpoinv,84,potrf,trsm,trtri,trmm
dpoinv,85,syrk,trtri,trmm
dpoinv,86,potrf,syrk,trtri,trmm
dpoinv,87,trsm,syrk,trtri,trmm
dpoinv,88,potrf,trsm,syrk,trtri,trmm
dpoinv,89,gemm,trtri,trmm
dpoinv,90,potrf,gemm,trtri,trmm
dpoinv,91,trsm,gemm,trtri,trmm
dpoinv,92,potrf,trsm,gemm,trtri,trmm
dpoinv,93,syrk,gemm,trtri,trmm
dpoinv,94,potrf,syrk,gemm,trtri,trmm
dpoinv,95,trsm,syrk,gemm,trtri,trmm
dpoinv,96,potrf,trsm,syrk,gemm,trtri,trmm
dpoinv,97,lauum,trmm
dpoinv,98,potrf,lauum,trmm
dpoinv,99,trsm,lauum,trmm
dpoinv,100,potrf,trsm,lauum,trmm
dpoinv,101,syrk,lauum,trmm
dpoinv,102,potrf,syrk,lauum,trmm
dpoinv,103,trsm,syrk,lauum,trmm
dpoinv,104,potrf,trsm,syrk,lauum,trmm
dpoinv,105,gemm,lauum,trmm
dpoinv,106,potrf,gemm,lauum,trmm
dpoinv,107,trsm,gemm,lauum,trmm
dpoinv,108,potrf,trsm,gemm,lauum,trmm
dpoinv,109,syrk,gemm,lauum,trmm
dpoinv,110,potrf,syrk,gemm,lauum,trmm
dpoinv,111,trsm,syrk,gemm,lauum,trmm
dpoinv,112,potrf,trsm,syrk,gemm,lauum,trmm
dpoinv,113,trtri,lauum,trmm
dpoinv,114,potrf,trtri,lauum,trmm
dpoinv,115,trsm,trtri,lauum,trmm
dpoinv,116,potrf,trsm,trtri,lauum,trmm
dpoinv,117,syrk,trtri,lauum,trmm
dpoinv,118,potrf,syrk,trtri,lauum,trmm
dpoinv,119,trsm,syrk,trtri,lauum,trmm
dpoinv,120,potrf,trsm,syrk,trtri,lauum,trmm
dpoinv,121,gemm,trtri,lauum,trmm
dpoinv,122,potrf,gemm,trtri,lauum,trmm
dpoinv,123,trsm,gemm,trtri,lauum,trmm
dpoinv,124,potrf,trsm,gemm,trtri,lauum,trmm
dpoinv,125,syrk,gemm,trtri,lauum,trmm
dpoinv,126,potrf,syrk,gemm,trtri,lauum,trmm
dpoinv,127,trsm,syrk,gemm,trtri,lauum,trmm
dpoinv,128,potrf,trsm,syrk,gemm,trtri,lauum,trmm

dpotri,2,trsm
dpotri,3,trtri
dpotri,4,trsm,trtri
dpotri,5,gemm
dpotri,6,trsm,gemm
dpotri,7,gemm,trtri
dpotri,8,trsm,gemm,trtri
dpotri,9,lauum
dpotri,10,trsm,lauum
dpotri,11,trtri,lauum
dpotri,12,trsm,trtri,lauum
dpotri,13,gemm,lauum
dpotri,14,trsm,gemm,lauum
dpotri,15,gemm,trtri,lauum
dpotri,16,trsm,gemm,trtri,lauum
dpotri,17,syrk
dpotri,18,trsm,syrk
dpotri,19,trtri,syrk
dpotri,20,trsm,trtri,syrk
dpotri,21,gemm,syrk
dpotri,22,trsm,gemm,syrk
dpotri,23,gemm,trtri,syrk
dpotri,24,trsm,gemm,trtri,syrk
dpotri,25,lauum,syrk
dpotri,26,trsm,lauum,syrk
dpotri,27,trtri,lauum,syrk
dpotri,28,trsm,trtri,lauum,syrk
dpotri,29,gemm,lauum,syrk
dpotri,30,trsm,gemm,lauum,syrk
dpotri,31,gemm,trtri,lauum,syrk
dpotri,32,trsm,gemm,trtri,lauum,syrk
dpotri,33,trmm
dpotri,34,trsm,trmm
dpotri,35,trtri,trmm
dpotri,36,trsm,trtri,trmm
dpotri,37,gemm,trmm
dpotri,38,trsm,gemm,trmm
dpotri,39,gemm,trtri,trmm
dpotri,40,trsm,gemm,trtri,trmm
dpotri,41,lauum,trmm
dpotri,42,trsm,lauum,trmm
dpotri,43,trtri,lauum,trmm
dpotri,44,trsm,trtri,lauum,trmm
dpotri,45,gemm,lauum,trmm
dpotri,46,trsm,gemm,lauum,trmm
dpotri,47,gemm,trtri,lauum,trmm
dpotri,48,trsm,gemm,trtri,lauum,trmm
dpotri,49,syrk,trmm
dpotri,50,trsm,syrk,trmm
dpotri,51,trtri,syrk,trmm
dpotri,52,trsm,trtri,syrk,trmm
dpotri,53,gemm,syrk,trmm
dpotri,54,trsm,gemm,syrk,trmm
dpotri,55,gemm,trtri,syrk,trmm
dpotri,56,trsm,gemm,trtri,syrk,trmm
dpotri,57,lauum,syrk,trmm
dpotri,58,trsm,lauum,syrk,trmm
dpotri,59,trtri,lauum,syrk,trmm
dpotri,60,trsm,trtri,lauum,syrk,trmm
dpotri,61,gemm,lauum,syrk,trmm
dpotri,62,trsm,gemm,lauum,syrk,trmm
dpotri,63,gemm,trtri,lauum,syrk,trmm
dpotri,64,trsm,gemm,trtri,lauum,syrk,trmm

dposv,2,potrf
dposv,3,trsm
dposv,4,potrf,trsm
dposv,5,syrk
dposv,6,potrf,syrk
dposv,7,trsm,syrk
dposv,8,potrf,trsm,syrk
dposv,9,gemm
dposv,10,potrf,gemm
dposv,11,trsm,gemm
dposv,12,potrf,trsm,gemm
dposv,13,syrk,gemm
dposv,14,potrf,gemm,syrk
dposv,15,trsm,gemm,syrk
dposv,16,potrf,trsm,syrk,gemm

dpotrs,2,trsm
dpotrs,3,gemm
dpotrs,4,trsm,gemm

dpotrf,2,potrf
dpotrf,3,trsm
dpotrf,4,potrf,trsm
dpotrf,5,syrk
dpotrf,6,potrf,syrk
dpotrf,7,trsm,syrk
dpotrf,8,potrf,trsm,syrk
dpotrf,9,gemm
dpotrf,10,potrf,gemm
dpotrf,11,trsm,gemm
dpotrf,12,potrf,trsm,gemm
dpotrf,13,syrk,gemm
dpotrf,14,potrf,syrk,gemm
dpotrf,15,trsm,syrk,gemm
dpotrf,16,potrf,trsm,syrk,gemm

dtrsm,2,trsm
dtrsm,3,gemm
dtrsm,4,trsm,gemm

dtrmm,2,trmm
dtrmm,3,gemm
dtrmm,4,trmm,gemm

dsyr2k,2,syr2k
dsyr2k,3,gemm
dsyr2k,4,syr2k,gemm

dsyrk,2,syrk
dsyrk,3,gemm
dsyrk,4,syrk,gemm

dsymm,2,symm
dsymm,3,gemm
dsymm,4,symm,gemm

dlantr,2,laset
dlantr,3,lantr
dlantr,4,laset,lantr
dlantr,5,lange
dlantr,6,laset,lange
dlantr,7,lantr,lange
dlantr,8,laset,lange,lantr
dlantr,9,langemax
dlantr,10,laset,langemax
dlantr,11,lantr,langemax
dlantr,12,laset,lantr,langemax
dlantr,13,lange,langemax
dlantr,14,laset,lange,langemax
dlantr,15,lange,lantr,langemax
dlantr,16,laset,lantr,lange,langemax

dlansy,2,laset
dlansy,3,lansy
dlansy,4,laset,lansy
dlansy,5,lange
dlansy,6,laset,lange
dlansy,7,lansy,lange
dlansy,8,laset,lange,lansy
dlansy,9,langemax
dlansy,10,laset,langemax
dlansy,11,lansy,langemax
dlansy,12,laset,lansy,langemax
dlansy,13,lange,langemax
dlansy,14,laset,lange,langemax
dlansy,15,lansy,lange,langemax
dlansy,16,laset,lange,lansy,langemax

dlange,2,laset
dlange,3,lange
dlange,4,laset,lange
dlange,5,langemax
dlange,6,laset,langemax
dlange,7,lange,langemax
dlange,8,laset,lange,langemax
